,,text,mentions,choose_one,class_label,
76,1,"#Amazon @MyAmazon @amazon @MyAmazon Amazon India befooling customers, committing fradulent activities..@AmazonHelp Kindly look into the matter@AmazonNews_IN @davehclark","[{'screen_name': 'MyAmazon', 'name': 'MyAmazon', 'id': 2390062825, 'id_str': '2390062825', 'indices': [8, 17]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [18, 25]}, {'screen_name': 'MyAmazon', 'name': 'MyAmazon', 'id': 2390062825, 'id_str': '2390062825', 'indices': [26, 35]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [103, 114]}, {'screen_name': 'davehclark', 'name': 'Dave Clark', 'id': 796662787346984960, 'id_str': '796662787346984960', 'indices': [157, 168]}]",,2,
77,1,I'm at the point now with my Power of the Primes Nemesis Prime Pre-Order with https://t.co/e7eoFrLz1I I'm thinking of cancelling it and using the vouchers for something else. 6 months with no updates apart from having to demand the answers. Anything you can advise @AmazonHelp,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [265, 276]}]",,2,
78,4,Amazon qui surbook une édition collector c'est limite mais qu'ils annoncent le jour même de l'envoi. que finalement non aucun envoi et aucune confirmation de nouvelle dispo. Vous auriez au moins pu prévenir avant. juste envie d'annuler toutes les commandes chez vous @AmazonHelp,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [267, 278]}]",,2,
79,1,"It literally went from “it’ll be there on the 28th at the latest” to this???

Ordered on Amazon prime as well 🙄

@amazon @AmazonUK @AmazonHelp https://t.co/B6ACxFvDBt","[{'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [113, 120]}, {'screen_name': 'AmazonUK', 'name': 'Amazon.co.uk', 'id': 209004862, 'id_str': '209004862', 'indices': [121, 130]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [131, 142]}]",,2,
80,4,"Warum ist es immernoch nicht möglich die Ultimate Edition von #fifa19 herunterzuladen? Man hat immerhin 35 Euro mehr dafür bezahlt 3-Tage früher zuspielen.  
Ich habe es btw. über Amazon vorbestellt...
@EAHelp @PlayStation @PlayStationDE @AskPlayStation @AmazonHelp @EAFussball","[{'screen_name': 'EAHelp', 'name': 'EA Help', 'id': 80420672, 'id_str': '80420672', 'indices': [202, 209]}, {'screen_name': 'PlayStation', 'name': 'PlayStation', 'id': 10671602, 'id_str': '10671602', 'indices': [210, 222]}, {'screen_name': 'PlayStationDE', 'name': 'PlayStationDE', 'id': 40953865, 'id_str': '40953865', 'indices': [223, 237]}, {'screen_name': 'AskPlayStation', 'name': 'Ask PlayStation', 'id': 146540920, 'id_str': '146540920', 'indices': [238, 253]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [254, 265]}, {'screen_name': 'EAFussball', 'name': 'EA SPORTS FIFA', 'id': 84277929, 'id_str': '84277929', 'indices': [266, 277]}]",,2,
81,4,"Después de un mes y Fernanda no solucionarlo, Kenneth sigue sin saber. 8 días después sigo sin solución y ya esperando el reembolso desde el 17 de agosto. Nueva llamada a @AmazonHelp nueva persona que me lo va a “solucionar”, el problema y desentendimiento de @AmazonESP continua https://t.co/iLSGobo4Gz","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [171, 182]}, {'screen_name': 'AmazonESP', 'name': 'Amazon.es', 'id': 348339816, 'id_str': '348339816', 'indices': [260, 270]}]",,2,
82,4,"Hey @AmazonFrance @AmazonHelp, 2 fois que je retrouve mon colis OUVERT dans la boîte, à côté de l’emballage. Je veux bien que la boîte aux lettres soit petite mais j’ai aussi une sonnette et je travaille chez moi. Donc nul besoin de forcer et d’abîmer mon produit ni de l’ouvrir. https://t.co/50YI5amfPq","[{'screen_name': 'AmazonFrance', 'name': 'Amazon.fr', 'id': 3823963875, 'id_str': '3823963875', 'indices': [4, 17]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [18, 29]}]",,2,
83,1,"#snapdeal We don't want to purchase any product from where we cant contact customer care team 
We have tried soo many on 9212692126 but there is only IVR, there is no option for contacting customer care
@snapdeal
@Snapdeal_Help
@SnapdealTech 
@AmazonHelp 
@Flipkart","[{'screen_name': 'snapdeal', 'name': 'Snapdeal', 'id': 108900981, 'id_str': '108900981', 'indices': [203, 212]}, {'screen_name': 'Snapdeal_Help', 'name': 'Snapdeal_Help', 'id': 392660490, 'id_str': '392660490', 'indices': [213, 227]}, {'screen_name': 'SnapdealTech', 'name': 'Snapdeal Tech', 'id': 2677345363, 'id_str': '2677345363', 'indices': [228, 241]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [243, 254]}, {'screen_name': 'Flipkart', 'name': 'Flipkart', 'id': 57947109, 'id_str': '57947109', 'indices': [256, 265]}]",,2,
84,4,"Fifa 19 Ultimate Edition über @amazonDE bestellt, sollte seit 0 Uhr heute eigentlich spielen können, aber mir ist es immer noch nicht möglich den Download zu aktivieren. 😒👎🏽
@PlayStationDE @AmazonNewsDE @AmazonHelp @EASPORTSFIFA https://t.co/G8sKuYPJHv","[{'screen_name': 'amazonDE', 'name': 'Amazon.de', 'id': 3823848513, 'id_str': '3823848513', 'indices': [30, 39]}, {'screen_name': 'PlayStationDE', 'name': 'PlayStationDE', 'id': 40953865, 'id_str': '40953865', 'indices': [174, 188]}, {'screen_name': 'AmazonNewsDE', 'name': 'Amazon News DE', 'id': 764082915244445697, 'id_str': '764082915244445697', 'indices': [189, 202]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [203, 214]}, {'screen_name': 'EASPORTSFIFA', 'name': 'EA SPORTS FIFA', 'id': 105297123, 'id_str': '105297123', 'indices': [215, 228]}]",,2,
85,4,Bonjour @AmazonHelp serait-ce du phishing ou pas? https://t.co/Hw7O60xVbD,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [8, 19]}]",,2,
86,1,"A book order on @amazonIN placed on Sep 14 was supposed to be delivered by Sep 23. Now, ""estimated delivery date"" is Oct 11 to Oct 13. And @amazon hasn't told me why despite calls/chats with customer service. @AmazonHelp APPALLING. https://t.co/aGCrrxvXBg","[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [16, 25]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [139, 146]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [209, 220]}]",,2,
87,4,". @EAFussball Fifa 19 CE bei @AmazonHelp bestellt „sollte“ heute auch kommen aber wie immer hat es @DHLPaket verkackt!👏🏼 Extra die teure Version bestellt damit ich es 2 Tage früher bekomme, hat gut geklappt. Und Nein da kommt heute nichts mehr die Post ist durch! https://t.co/qEW4vVwCBC","[{'screen_name': 'EAFussball', 'name': 'EA SPORTS FIFA', 'id': 84277929, 'id_str': '84277929', 'indices': [2, 13]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [29, 40]}, {'screen_name': 'DHLPaket', 'name': 'DHL Paket', 'id': 42414621, 'id_str': '42414621', 'indices': [99, 108]}]",,2,
88,4,Waiting 4 &amp, 6 days for an @AmazonHelp #Prime delivery is shocking! Why do we pay a premium for a basic service?,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [30, 41]}]",,2
89,4,Salut @MyAmazon @AmazonHelp j’attend un remboursement depuis 1 semaine. Vous pouvez vous dépêcher svp,"[{'screen_name': 'MyAmazon', 'name': 'MyAmazon', 'id': 2390062825, 'id_str': '2390062825', 'indices': [6, 15]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [16, 27]}]",,2,
90,1,"That’s a strange one day delivery... given it’s two days.
What’s the point of Prime then?! @AmazonHelp @AmazonUK https://t.co/ln3iBDbWbH","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [91, 102]}, {'screen_name': 'AmazonUK', 'name': 'Amazon.co.uk', 'id': 209004862, 'id_str': '209004862', 'indices': [103, 112]}]",,2,
91,4,"Acabo de cancelar mi cuenta Prime @AmazonESP y si alguna vez @AmazonHelp se digna contestar a mi incidencia, probablemente cancele mi cuenta Amazon para siempre. No merece la pena","[{'screen_name': 'AmazonESP', 'name': 'Amazon.es', 'id': 348339816, 'id_str': '348339816', 'indices': [34, 44]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [61, 72]}]",,2,
92,1,"I received a call from 09874861357. The caller claimed that she was from @amazonIN and that I'd won a prize. She knew my number, my name from my billing address, and the name from my shipping address. @AmazonHelp please confirm or deny that this number is legit.","[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [73, 82]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [201, 212]}]",,2,
93,4,Ne yapalım @amazon adına güvendik. Ülkeye bu kadar çabuk intibak edeceklerini hesaplamadık. Ama dersimizi aldık elbette... Yazdık bir kenara... Thanks for your service in Turkey Mr. @JeffBezos 👎👎👎 @AmazonHelp https://t.co/WdwEVIOJ5w,"[{'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [11, 18]}, {'screen_name': 'JeffBezos', 'name': 'Jeff Bezos', 'id': 15506669, 'id_str': '15506669', 'indices': [182, 192]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [197, 208]}]",,2,
94,1,"My amazon order
Showing delivered where as delivery nt done. Payment is done by me. Please help. Contact on 9619720191 @help_delhivery @AmazonHelp","[{'screen_name': 'help_delhivery', 'name': 'helpdesk_delhivery', 'id': 1667354024, 'id_str': '1667354024', 'indices': [119, 134]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [135, 146]}]",,2,
95,1,"Careful dear buyers! @amazonIN not publishing the review for useless product sent by seller. Pls check the recvd products immediate. Money wasted coz opened it after return period, though dey sent wrong product and wasted my money. @AmazonNews_IN @AmazonINoffers @AmazonHelp","[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [21, 30]}, {'screen_name': 'AmazonNews_IN', 'name': 'Amazon India News', 'id': 801357617935302658, 'id_str': '801357617935302658', 'indices': [232, 246]}, {'screen_name': 'AmazonINoffers', 'name': 'Amazon India Offers', 'id': 3000737414, 'id_str': '3000737414', 'indices': [247, 262]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [263, 274]}]",,2,
96,4,"Sevgili @AmazonHelp ben müşteri ilişkileri ile iletişime geçmeyeceğim, müşteri ilişkileriniz benimle iletişime geçecek. Do you understand Mr @JeffBezos ? https://t.co/q73aOM6RCP","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [8, 19]}, {'screen_name': 'JeffBezos', 'name': 'Jeff Bezos', 'id': 15506669, 'id_str': '15506669', 'indices': [141, 151]}]",,2,
97,4,En parlant d' #Amazon je n'ai toujours pas reçu mon colis indiqué comme livré sur le site. Inquiétant. @AmazonHelp,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [103, 114]}]",,2,
98,1,First you delivered used item to me when I complained you said you will deliver new item now its been 25 days you are still figuring out new item making fool ?? @AmazonHelp @amazonIN,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [161, 172]}, {'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [173, 182]}]",,2,
99,1,"Hey @AmazonHelp, I ordered something as a birthday gift for someone. Weird part is, the item is stuck in Delhi since September 22nd. https://t.co/SLdQLNWcrT","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [4, 15]}]",,2,
100,4,Got #Kashi  today... Thanx @AmazonHelp but did not get the signed one @Vineet_Bajpai https://t.co/4SzyD87NCW,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [27, 38]}, {'screen_name': 'Vineet_Bajpai', 'name': 'Vineet Bajpai', 'id': 136908137, 'id_str': '136908137', 'indices': [70, 84]}]",,2,
101,4,"Bonjour @AmazonHelp c'est la 2ème fois que mes colis sont livrés chez mes voisins. La 1ère fois ma voisine a eu la gentillesse de me le donner en main propre mais cette fois-ci je n'ai pas pu récupérer mon colis alors qu'il a ""été livré"" vendredi.","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [8, 19]}]",,2,
102,4,"Doen
#Quiztimemorningswithamazon
@amazonIN @AmazonHelp https://t.co/ezEIVUQ4QN","[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [33, 42]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [43, 54]}]",,2,
103,4,"Verdiginiz linklerin tamami amazon anasayfasina atiyor, ekran goruntusu falan gondersenize @AmazonHelp https://t.co/svHzmh3xl1","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [91, 102]}]",,2,
104,2,Today received my amazon parcel with Gift Card..  Thank you so much for the Gift Card @amazon @AmazonHelp @amazon https://t.co/qoVIZXOZpv,"[{'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [86, 93]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [94, 105]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [106, 113]}]",,2,
105,4,"#QuizTimeMorningsWithAmazon
Morning dares done...
@amazonIN @AmazonHelp https://t.co/lvDtEsrmLi","[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [50, 59]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [60, 71]}]",,2,
106,1,"Still i am in waitlist, when i can get amazon pay emi. Please don’t copy that this is rollover for some user etc etc, seriously tell me when can i get it please @amazonpay @amazonIN @AmazonHelp","[{'screen_name': 'amazonpay', 'name': 'Amazon Pay', 'id': 17445595, 'id_str': '17445595', 'indices': [161, 171]}, {'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [172, 181]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [182, 193]}]",,2,
107,1,"Got a fraudulent call. They had my amazon shopping details and card number saved on the website as well. 
Not sure how much safe it is to #Save details on @amazonIN @amazon @AmazonHelp website. 
What should I do @JeffBezos ? Scared to trust @amazonIN","[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [155, 164]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [165, 172]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [173, 184]}, {'screen_name': 'JeffBezos', 'name': 'Jeff Bezos', 'id': 15506669, 'id_str': '15506669', 'indices': [212, 222]}, {'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [241, 250]}]",,2,
108,2,hey @AmazonHelp https://t.co/Ar8LGHmPpA,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [4, 15]}]",,2,
109,4,"Answered All The Questions
@amazonIN 
@amazon 
@AmazonHelp 
#QuizTimeMorningsWithAmazon https://t.co/LcbHlInI15","[{'screen_name': 'amazonIN', 'name': 'Amazon.in', 'id': 1282946089, 'id_str': '1282946089', 'indices': [27, 36]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [38, 45]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [47, 58]}]",,2,
110,1,So I just had the most horrific experience with .@AmazonHelp in regards to a rude lying 3rd party vendor and me not getting my order or a refund!! With their overseas support actually saying nothing amazon can do. And never getting a manager,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [49, 60]}]",,2,
111,1,25 to 55 cents?!?! @amazon @AmazonHelp That should really help your employees... https://t.co/19oIEu76gy,"[{'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [19, 26]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [27, 38]}]",,2,
112,2,"How long until a game code order goes past the ""pending verification"" stage? @AmazonHelp Usually it is always instant but i'm stuck on this stage.","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [77, 88]}]",,2,
113,1,"🚨🚨Once again, ALWAYS OUT OF STOCK: Saucony men’s shoe selections. Please address &amp; update accordingly.🚨🚨 @AmazonHelp @amazon","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [109, 120]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [121, 128]}]",,2,
114,1,I literally have NEVER had a positive experience ordering from @amazon @AmazonHelp,"[{'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [63, 70]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [71, 82]}]",,2,
115,1,"Thanks to @AmazonHelp @amazon @JeffBezos I had to go and purchase my items elsewhere, because customer service can't call the drivers or go out to warehouse parking lots and tell them there are more packages that weren't delivered. https://t.co/diqStQryiP","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [10, 21]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [22, 29]}, {'screen_name': 'JeffBezos', 'name': 'Jeff Bezos', 'id': 15506669, 'id_str': '15506669', 'indices': [30, 40]}]",,2,
116,1,Hey @AmazonHelp - your delivery hours are 8-8. I just had a package delivered at 8:45 while putting my kids to sleep. Not cool.,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [4, 15]}]",,2,
117,1,"1 week to ship an iPhone case (Prime item)? What gives? All prime items are suggesting approx 1 week! These used to be 2-day, but lately we’re pushing 3-5 days or longer. Why am I even paying for this service? @AmazonHelp @MyAmazon @amazon @PrimeVideo https://t.co/X8nW2YSxT5","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [210, 221]}, {'screen_name': 'MyAmazon', 'name': 'MyAmazon', 'id': 2390062825, 'id_str': '2390062825', 'indices': [222, 231]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [232, 239]}, {'screen_name': 'PrimeVideo', 'name': 'Amazon Prime Video', 'id': 17220817, 'id_str': '17220817', 'indices': [240, 251]}]",,2,
118,1,Hey @sonycanada why can't I access the Alexa skill for my Bravia in Canada???  @amazonecho @amazonca @AmazonHelp,"[{'screen_name': 'sonycanada', 'name': 'Sony Canada', 'id': 19036058, 'id_str': '19036058', 'indices': [4, 15]}, {'screen_name': 'amazonecho', 'name': 'Amazon Echo', 'id': 2905440476, 'id_str': '2905440476', 'indices': [79, 90]}, {'screen_name': 'amazonca', 'name': 'Amazon.ca', 'id': 3298340918, 'id_str': '3298340918', 'indices': [91, 100]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [101, 112]}]",,2,
119,1,Has anyone else been experiencing pretty frequent shipping delays with @amazon orders? Doesn't seem fair given I pay a monthly fee for two-day Prime shipping. @AmazonHelp #AmazonPrime,"[{'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [71, 78]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [159, 170]}]",,2,
120,1,"Kudos to @AmazonHelp for trying to do their best, but if AMZL US is going to claim “Delivery Attempted,” they should at least climb the stairs to my apt and leave a notice, even if they don’t bother to knock. My guess is the driver couldn’t be bothered. #fail","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [9, 20]}]",,2,
121,1,So @amazon have taken £1 out of my account for no reason I haven’t mad a purchase from them within a month @AmazonHelp can u help me with this,"[{'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [3, 10]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [107, 118]}]",,2,
122,2,.@AmazonHelp did @amazon remove the iOS share feature to share websites other than Amazon to a wish list?,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [1, 12]}, {'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [17, 24]}]",,2,
123,1,"Hi @amazonca @AmazonHelp, is packaging optional now? Thank God I didn’t order a sextoy... #didntgetthememo https://t.co/4Quih1ASHK","[{'screen_name': 'amazonca', 'name': 'Amazon.ca', 'id': 3298340918, 'id_str': '3298340918', 'indices': [3, 12]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [13, 24]}]",,2,
124,1,"Hi, @AmazonHelp.

I bought the Signa Spray (for health reasons) in the 1st picture -- only to receive it completely damaged &amp; leaking in the 2nd picture.

I don't want to send it back, as the packaging is completely disgusting -- but I want a replacement. Any ideas? https://t.co/YK8y6DIi4M","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [4, 15]}]",,2,
125,1,"Yeesh. Spent time on live chat with @AmazonHelp. They basically told me I was SOL about my preorder getting canceled, and when escalated to a supervisor, he treated me like a moron. ""See? The product is out of stock! That's why it's canceled.""","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [36, 47]}]",,2,
126,1,Still £39.03 in 🇬🇧 come on @AmazonHelp ! https://t.co/xJoCv2Dq6x,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [27, 38]}]",,2,
127,1,Second @AmazonUK delivery within a matter of weeks that’s has failed to be delivered next day! Come on @AmazonUK @AmazonHelp sort it out !!,"[{'screen_name': 'AmazonUK', 'name': 'Amazon.co.uk', 'id': 209004862, 'id_str': '209004862', 'indices': [7, 16]}, {'screen_name': 'AmazonUK', 'name': 'Amazon.co.uk', 'id': 209004862, 'id_str': '209004862', 'indices': [103, 112]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [113, 124]}]",,2,
128,1,Hi @AmazonHelp a few days ago I bought a  @Magma_Products case for my marine kettle grill. The case is less than 20 days and it is already broken. Do I get warranty with amazon or the manufacturer? https://t.co/q51j9TY8sQ,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [3, 14]}, {'screen_name': 'Magma_Products', 'name': 'Magma Products, Inc.', 'id': 2329299349, 'id_str': '2329299349', 'indices': [42, 57]}]",,2,
129,1,I keep trying to reload my balance but my prepaid mastercards keep declining because “bank information” doesn’t match...but there is no bank info... it’s a prepaid card #frustrated #ugh @amazon @AmazonHelp,"[{'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [186, 193]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [194, 205]}]",,2,
130,2,"Hi @AmazonHelp I'm trying to find Amazon Order History Reports on my https://t.co/NJ9aSKfmLo account, but neither navigating the menus or following the direct link from your help pages gets me to the page I need. Can you help please?","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [3, 14]}]",,2,
131,1,"Geez, @AmazonHelp, this is really getting annoying, though it is saving me money.
Version 69.0.3497.92 (Developer Build) built on Debian 9.5, running on Debian 9.5 (64-bit) https://t.co/xhD1XrCFOF","[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [6, 17]}]",,2,
132,1,Hey @amazon @AmazonHelp I've been burned by counterfeiters twice now. Maybe warn people a vendor is in a country where it costs as much to return the item as it does to buy it in the first place... Bad enough it says 3 to 5 shipping days and then takes a slow boat... https://t.co/3n9AE5V2kW,"[{'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [4, 11]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [12, 23]}]",,2,
133,1,"It’s crazy that a random person can charge an @Amazon Prime membership to my cc, but Amazon won’t give me a name due to “privacy.”  Cx’d the card. Refunded.  But I want a NAME. CC: @AmazonHelp","[{'screen_name': 'amazon', 'name': 'Amazon.com', 'id': 20793816, 'id_str': '20793816', 'indices': [46, 53]}, {'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [181, 192]}]",,2,
134,1,I had been reaching out to #Amazon @AmazonHelp team for about a mth regarding a recommendation to the site. There isn't a formal way/person to handle what my aim is. Someone suggested emailing Jeff Bezos. I thought it be worth a shot but wasnt actually expecting a response 🙌🏾 https://t.co/Vv0roYVzvQ,"[{'screen_name': 'AmazonHelp', 'name': 'Amazon Help', 'id': 85741735, 'id_str': '85741735', 'indices': [35, 46]}]",,2,
